transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,hour,day,is_fraud
TXN-C00CEC74F22D,USR0017,5262.87,2024-03-29 00:54:36.000000,63,22,6,141,1,0,29518.17,failed,461,0,4,1
TXN-73CB00381865,USR0074,1896.2896619817784,2024-02-17 00:00:21.000000,31,20,3,69,0,2,30341.98,failed,1097,0,5,1
TXN-C8BFB7700ADD,USR0025,10612.165565338652,2024-03-29 08:21:00.000000,34,11,2,50,0,0,134641.27,success,1125,8,4,0
TXN-84510F3D538F,USR0028,3392.289964222362,2024-03-16 14:05:12.000000,46,42,4,66,0,3,169798.17,success,1,14,5,0
TXN-C60B025BBC98,USR0035,7636.99,2024-02-24 04:18:45.000000,23,19,6,197,1,2,117085.7,pending,829,4,5,0
TXN-498B2884F35E,USR0078,3753.797069868151,2024-02-07 04:28:00.000000,11,17,7,48,0,3,0.0,success,496,4,2,0
TXN-0AA067EA1FED,USR0007,1.79,2024-06-09 06:36:57.000000,14,11,12,19,0,0,49672.61,success,945,6,6,0
TXN-152B9196ADA9,USR0059,2576.078163604451,2024-03-12 11:32:49.000000,45,25,12,94,2,4,184894.49,success,304,11,1,0
TXN-48942D94AB43,USR0068,1088.6314,2024-01-14 21:38:10.000000,27,17,9,193,2,1,1195.85,success,34,21,6,0
TXN-BEC64CFB3AC4,USR0065,2019.86,2024-03-17 19:30:00.000000,67,26,7,142,0,1,33287.43,success,158,19,6,0
TXN-56342B9A26F8,USR0017,3819.67,2024-03-22 08:48:28.000000,4,42,12,141,2,2,57374.6,success,464,8,4,0
TXN-B4E1E2CC6F84,USR0019,234.26582798614837,2024-02-12 14:43:54.000000,2,13,4,34,0,1,143701.57,success,538,14,0,0
TXN-62EC399E9EE6,USR0006,6506.51,2024-06-14 07:17:09.000000,69,14,12,51,0,3,101125.49,success,866,7,4,0
TXN-C39E4C659F6B,USR0016,1459.150707808947,2024-03-09 01:50:00.000000,18,13,5,185,0,0,30461.72,success,381,1,5,0
TXN-EAF407CA69E2,USR0009,1921.14,2024-02-18 03:53:00.000000,34,11,8,123,2,0,103381.95,success,1207,3,6,0
TXN-3D4D0BB8C51D,USR0024,6925.88,2024-01-28 03:35:16.000000,2,31,3,85,0,1,143829.47,success,699,3,6,0
TXN-69BBAD0E75D5,USR0028,2082.6581100736503,2024-03-11 06:21:15.000000,2,7,5,63,2,4,179474.24,success,1020,6,0,0
TXN-F0059D77717B,USR0068,1156.6564072384563,2024-05-23 23:14:16.000000,8,6,8,193,2,4,0.0,success,1277,23,3,0
TXN-88929D959922,USR0018,7453.693723985646,2024-01-12 17:56:24.000000,33,21,9,27,2,2,114929.13,success,136,17,4,0
TXN-3851E804FABC,USR0054,4700.067463290329,2024-04-25 06:01:42.993299,3,3,8,102,2,0,0.0,success,617,6,3,0
TXN-E0D5871FA307,USR0075,5157.73,2024-03-22 04:29:12.000000,37,27,12,6,1,2,68661.03,failed,1278,4,4,1
TXN-2DAD19DA9AE5,USR0061,3389.4869988155406,2024-04-13 19:54:17.000000,27,17,4,153,0,0,104796.4,success,86,19,5,0
TXN-E555ED57BDA6,USR0037,8213.679573798789,2024-02-23 03:01:48.000000,31,39,4,95,1,1,41377.17,success,819,3,4,0
TXN-7BAF82F53E8B,USR0018,2385.934759915761,2024-01-11 11:30:29.000000,31,21,10,143,2,1,131751.25,success,142,11,3,0
TXN-FD9580A380DF,USR0019,229.69,2024-01-30 15:27:56.000000,56,1,12,167,2,2,68661.03,success,541,15,1,0
TXN-1CFEBE1835BA,USR0001,358.0798002108629,2024-04-02 04:53:00.000000,60,13,5,177,0,2,57425.82,success,1290,4,1,0
TXN-28193629683C,USR0025,1317.72,2024-03-26 14:23:45.000000,14,9,8,74,0,0,153947.42,success,1126,14,1,0
TXN-CA663D2D9BDC,USR0042,3774.44,2024-05-16 09:50:05.000000,62,20,5,42,2,0,74833.58,success,1290,9,3,0
TXN-38771C821E8E,USR0015,498.7630036671294,2024-03-29 13:11:43.000000,37,23,3,138,1,4,18367.28,success,515,13,4,0
TXN-6AA58C6A36D3,USR0057,2577.8082892021353,2024-01-30 11:19:47.000000,13,12,3,43,2,3,28871.93,success,316,11,1,0
TXN-B568102DCB44,USR0011,1.0,2024-03-24 04:56:00.000000,66,39,10,100,0,1,16200.23,success,1187,4,6,0
TXN-3A5D49C67EAC,USR0041,316.79,2024-02-17 07:26:07.920782,66,23,9,161,2,0,118805.24,success,967,7,5,0
TXN-ED6561FDA763,USR0006,2964.020937424103,2024-06-07 00:55:33.654741,54,32,6,192,0,1,130566.11,success,862,0,4,0
TXN-9A9665491BCA,USR0080,1999.0,2024-03-13 07:36:41.000000,67,4,1,58,2,0,85490.25,success,783,7,2,0
TXN-D2B1D12F84F1,USR0062,8852.63,2024-02-24 10:08:27.108829,54,32,10,90,0,1,103961.63,success,1129,10,5,0
TXN-9771D12F60B6,USR0022,853.7572974159488,2024-02-15 17:02:55.327538,43,4,7,62,1,0,74927.49,success,1042,17,3,0
TXN-9B005E237AA9,USR0072,11896.0,2024-06-26 09:09:08.000000,31,39,3,75,0,3,58339.22,success,194,9,2,0
TXN-51FFFEAB7E35,USR0007,969.0,2024-03-18 19:21:00.000000,34,9,1,174,0,1,57693.05,success,955,19,0,0
TXN-8150C0CE7DAA,USR0042,2975.668990153378,2024-05-28 05:09:42.149779,50,43,1,42,0,2,49128.35,success,1155,5,1,0
TXN-525BE62C56E0,USR0049,7.07,2024-06-22 00:54:18.000000,16,12,12,14,1,0,64977.6,success,1283,0,5,0
TXN-B2C5D128F3CD,USR0030,1082.16,2024-05-30 18:49:11.000000,12,11,1,186,2,1,20287.67,success,27,18,3,0
TXN-F4F8822BB477,USR0001,309.05315279467817,2024-04-17 22:32:59.526145,60,29,1,177,0,0,53120.4,success,855,22,2,0
TXN-EADB5A9BF319,USR0018,5784.71,2024-01-06 00:58:45.000000,31,21,8,92,1,3,149092.05,success,135,0,5,0
TXN-8A217684444D,USR0005,7850.958190215781,2024-03-05 00:00:00.000000,27,18,8,130,1,4,23526.39,success,1219,0,1,0
TXN-53FCAC82384E,USR0065,3.42,2024-01-01 07:25:01.000000,68,42,12,25,0,0,0.0,success,147,7,0,0
TXN-27701C9EAFBF,USR0018,6244.29,2024-01-25 17:23:50.025701,33,39,8,143,2,2,62722.1,success,130,17,3,0
TXN-46AAB9B0A89B,USR0025,11302.982784690692,2024-04-11 09:21:09.000000,14,21,10,74,0,1,62016.35,success,1120,9,3,0
TXN-26441D1B8A5E,USR0064,6610.2,2024-03-01 17:05:53.000000,23,24,1,125,1,4,152310.82,success,248,17,4,0
TXN-3F0F1B87536A,USR0043,322.1249310198348,2024-06-06 01:51:00.000000,60,15,1,88,1,2,121777.99,success,1290,1,3,0
TXN-F62370C27A14,USR0038,4320.911783706415,2024-03-20 23:31:09.000000,37,24,2,60,1,2,0.0,success,270,23,2,0
TXN-5FC2F9B7D391,USR0025,6765.899827978399,2024-04-11 23:24:18.000000,63,11,5,202,0,0,45696.44,success,1109,23,3,0
TXN-947C1587B0AE,USR0015,6170.72,2024-03-19 22:03:04.242924,29,22,4,138,1,3,27328.74,success,512,22,1,0
TXN-126B9286D530,USR0008,633.4975569136171,2024-03-25 00:00:00.000000,20,37,3,189,1,2,48806.67,success,665,0,0,0
TXN-05309F3D78C8,USR0055,2538.9200368024144,2024-03-27 14:36:00.000000,23,18,3,223,1,2,145212.05,success,663,14,2,0
TXN-E5F587D76345,USR0042,3784.03,2024-05-26 00:00:00.000000,50,44,2,201,0,0,54050.65,success,1163,0,6,0
TXN-AC4BC779BEBB,USR0060,2205.0,2024-02-20 13:22:41.392950,54,32,4,184,2,2,0.0,success,763,13,1,0
TXN-F349BF87A266,USR0030,1740.663235700696,2024-06-02 06:20:39.523093,45,12,9,35,2,1,11659.32,failed,28,6,6,1
TXN-BF235CCA2D4F,USR0043,240.20703067239157,2024-06-11 05:00:00.000000,18,14,7,198,1,0,120996.62,success,239,5,1,0
TXN-2610228A7E6D,USR0056,3584.7855405481378,2024-04-14 22:36:19.449309,29,17,1,151,1,1,176815.88,success,980,22,6,0
TXN-37D822E60E11,USR0001,392.95,2024-04-23 00:00:00.000000,14,41,12,177,0,0,51665.68,success,853,0,1,0
TXN-C74C7FCC9F8F,USR0038,6949.424431647997,2024-03-28 19:32:20.701582,39,41,12,60,1,2,0.0,success,271,19,3,0
TXN-A9047B8204D0,USR0057,2779.2304957911847,2024-01-28 03:58:26.000000,29,17,3,43,0,4,40127.05,success,312,3,6,0
TXN-695EC52A9CF0,USR0036,5766.4315031836695,2024-02-10 09:45:13.000000,41,36,7,80,2,3,125060.93,success,1290,9,5,0
TXN-7163062EF50E,USR0021,4439.625506279589,2024-02-26 12:18:22.000000,3,3,8,127,0,4,145115.85,success,1176,12,0,0
TXN-9729B5741E5D,USR0063,3561.39,2024-03-12 06:51:20.000000,63,11,3,203,1,0,76585.3,failed,1290,6,1,1
TXN-664EF9CCAE1D,USR0080,819.2123728831998,2024-03-08 13:19:28.085313,4,43,8,58,2,0,100349.95,success,791,13,4,0
TXN-1A87B2A66BDC,USR0045,6985.75,2024-01-20 19:19:05.551503,56,34,12,47,0,2,94948.07,success,626,19,5,0
TXN-EF9833AE6064,USR0018,6810.92,2024-01-15 05:16:00.000000,62,20,4,92,2,0,108118.2,success,137,5,0,0
TXN-2F16121317C0,USR0004,4684.412266642473,2024-04-21 04:24:20.079819,16,25,7,132,0,3,0.0,success,1072,4,6,0
TXN-99C7FADF4FDA,USR0041,999.66,2024-02-15 00:00:00.000000,39,24,3,161,2,1,120395.95,success,963,0,3,0
TXN-4319E8B6B3B3,USR0061,3986.597240988752,2024-04-12 13:19:05.000000,61,19,6,153,2,3,110212.74,success,94,13,4,0
TXN-A5790EEF9B57,USR0015,4956.83,2024-04-17 19:14:13.000000,38,41,5,138,2,3,0.0,success,524,19,2,0
TXN-74FD25F882E9,USR0019,150.42,2024-01-31 00:27:06.000000,56,7,3,34,0,0,144546.08,pending,545,0,2,0
TXN-AABC4DEC1A3B,USR0043,265.6653646024632,2024-06-01 09:11:00.000000,17,15,9,88,1,2,122857.29,success,240,9,5,0
TXN-BE14B16B5213,USR0008,792.0,2024-04-13 00:00:00.000000,60,29,2,189,1,2,41560.16,success,1289,0,5,0
TXN-83E1ED5CF0CE,USR0065,4460.042569616715,2024-03-31 10:59:14.274286,46,28,6,182,2,1,13954.94,success,157,10,6,0
TXN-83CBA9200A17,USR0066,5043.3514287407925,2024-01-09 18:06:00.000000,61,19,8,110,0,0,143608.0,failed,634,18,1,1
TXN-23995941CC3B,USR0069,1791.1360591621751,2024-02-16 06:32:48.000000,66,23,1,148,1,1,133781.87,success,914,6,4,0
TXN-1D6E7FBE06E6,USR0073,8070.4336,2024-05-07 04:22:20.000000,56,5,7,33,0,0,70918.69,failed,1065,4,1,1
TXN-2436FCF22A04,USR0080,3251.54,2024-03-11 18:39:00.000000,46,8,8,58,2,0,87489.66,success,798,18,0,0
TXN-0E43B20F2832,USR0080,1210.155007189648,2024-03-27 00:10:12.954331,67,28,6,58,1,1,74370.35,success,780,0,2,0
TXN-24B8A9911E22,USR0075,1892.049140976124,2024-04-11 18:33:19.000000,13,25,5,199,1,0,160599.75,success,1010,18,3,0
TXN-C7CC380AC912,USR0069,2382.260940327379,2024-02-18 16:25:42.935998,39,27,1,117,1,3,126509.52,success,917,16,6,0
TXN-21C056D33354,USR0079,11820.764039228285,2024-04-01 10:28:50.350476,33,20,4,120,2,0,160559.93,failed,124,10,0,1
TXN-0C360ED493C7,USR0033,1996.422533188692,2024-02-16 04:54:45.000000,0,1,4,104,1,2,171040.02,success,1290,4,4,0
TXN-B9D85F37DAA9,USR0027,5733.769888861746,2024-05-26 21:40:51.000000,11,43,6,191,1,2,0.0,success,442,21,6,0
TXN-94CD270834D6,USR0012,2209.0,2024-04-17 23:27:11.569424,43,22,6,187,2,3,0.0,success,353,23,2,0
TXN-075097E6CE1A,USR0047,1431.750769869854,2024-06-15 14:14:49.049692,62,39,8,101,1,1,38680.09,success,410,14,5,0
TXN-B94DD2720F5A,USR0043,326.72,2024-05-22 12:26:07.418355,17,14,12,105,1,0,125317.92,success,232,12,2,0
TXN-375469F0BC7F,USR0048,5067.0,2024-01-31 00:00:00.000000,59,10,3,183,0,3,31550.71,success,79,0,2,0
TXN-4937B92698F1,USR0077,950.6000846267478,2024-02-27 14:48:38.000000,4,43,4,194,0,2,79396.54,success,1260,14,1,0
TXN-8D6680F44C5C,USR0025,1291.34,2024-04-15 00:20:17.000000,63,11,7,202,0,0,68661.03,success,1123,0,0,0
TXN-394C6296EAF9,USR0010,4195.27,2024-06-13 22:07:13.245465,45,27,10,178,0,1,121102.22,success,470,22,3,0
TXN-2FA6F8EC935F,USR0011,7036.085872621834,2024-03-13 22:51:00.000000,10,3,8,55,0,0,39507.15,success,1197,22,2,0
TXN-32FC4ED4A06D,USR0020,5410.31286881371,2024-03-14 08:42:36.000000,63,1,10,49,0,3,147685.04,success,1290,8,3,0
TXN-3CD40EE3AC8D,USR0005,8456.041468816313,2024-02-27 05:16:00.000000,29,38,10,223,1,2,48182.62,pending,1289,5,1,0
TXN-233EA1C4A6D5,USR0036,3125.17,2024-02-19 21:03:35.000000,13,10,7,80,0,0,94079.21,success,814,21,0,0
TXN-25316DF563D5,USR0016,1395.0823233214537,2024-03-01 22:13:45.000000,59,10,5,172,1,3,34801.41,success,380,22,4,0
TXN-57F9EB258EFA,USR0008,318.65,2024-03-31 07:21:54.000000,18,15,7,179,1,0,46301.56,failed,682,7,6,1
TXN-900952FDA19A,USR0061,2977.5382852630987,2024-04-12 01:10:46.334933,23,38,1,153,2,0,116927.76,success,103,1,4,0
TXN-8646183CAAF2,USR0069,1544.9034232244185,2024-02-27 01:56:07.000000,66,0,3,117,1,3,68661.03,success,3,1,1,0
TXN-F1894E9625C3,USR0021,3597.37,2024-03-09 07:57:32.551245,7,0,9,171,2,2,124375.13,success,1175,7,5,0
TXN-EE1BA27BEE03,USR0080,5948.5187891474925,2024-03-02 07:11:48.677055,46,42,8,58,2,4,114416.64,success,786,7,5,0
TXN-BE3ED464983A,USR0045,4068.8826637449156,2024-01-20 11:26:40.000000,0,0,5,47,0,2,108034.72,success,622,11,5,0
TXN-DBEA969A8374,USR0076,8533.43,2024-05-06 22:18:43.000000,3,7,5,116,0,1,8991.2,success,208,22,0,0
TXN-19D4039E1E78,USR0007,1422.6165171731436,2024-03-17 18:11:00.000000,12,9,6,174,0,3,58662.09,success,944,18,6,0
TXN-9CFBAD715105,USR0013,10294.900693859327,2024-06-06 06:01:00.000000,66,23,7,40,2,0,68661.03,success,722,6,3,0
TXN-DD90D7C55278,USR0072,1.0,2024-03-10 21:57:50.000000,31,20,2,75,0,3,0.0,failed,195,21,6,1
TXN-3EB56E59A17A,USR0074,4272.53,2024-02-20 00:00:00.000000,62,20,6,166,0,2,26068.45,success,1098,0,1,0
TXN-9ADB0ED06496,USR0003,465.1157137737264,2024-05-31 03:21:46.806868,37,41,7,41,1,3,36726.43,success,180,3,4,0
TXN-9F56535A9520,USR0069,967.4959058145377,2024-03-05 10:38:26.000000,39,23,8,117,1,3,108984.79,success,898,10,1,0
TXN-5577C7870ED3,USR0034,9874.26,2024-05-28 04:32:45.978474,46,42,2,108,2,0,175767.3,success,219,4,1,0
TXN-17FF84BAE560,USR0022,309.45,2024-02-22 17:28:50.000000,20,37,10,87,1,0,67806.63,success,1041,17,3,0
TXN-14EE35CFAA1E,USR0052,3968.7147206441514,2024-02-15 10:48:05.000000,13,27,12,68,1,4,179279.82,success,387,10,3,0
TXN-AFF0B6DDF654,USR0070,6102.628539369778,2024-04-10 13:00:12.000000,50,32,6,61,1,3,106823.6,success,930,13,2,0
TXN-E3C2FE07B6AF,USR0055,2079.2052472216315,2024-03-19 04:34:00.000000,61,18,3,57,1,3,156723.35,failed,660,4,1,1
TXN-4BF15079D658,USR0077,2086.33,2024-02-26 22:10:43.988300,46,34,5,194,0,1,81506.17,success,1257,22,0,0
TXN-53B592F7AB33,USR0073,5609.118309988812,2024-05-16 12:23:48.862872,10,2,1,33,0,3,3663.22,success,1058,12,3,0
TXN-B46245424397,USR0048,4422.8,2024-02-05 13:16:00.000000,59,36,4,183,0,2,22859.79,success,74,13,0,0
TXN-1CA55C92C153,USR0071,3111.85,2024-03-17 11:18:15.000000,69,31,7,223,1,4,42361.07,success,598,11,6,0
TXN-3F7AC45AACF4,USR0072,9553.46722024182,2024-03-07 11:35:10.327922,31,39,9,75,0,3,21900.47,success,188,11,3,0
TXN-4FDEF811BE86,USR0044,3626.72,2024-05-11 18:18:27.000000,31,21,3,164,1,2,152501.44,success,1075,18,5,0
TXN-BE488405ABFE,USR0046,9090.5712,2024-02-17 06:55:00.000000,57,5,4,181,0,1,0.0,failed,742,6,5,1
TXN-870DBC3940EC,USR0057,5348.0,2024-02-03 07:01:57.265048,29,17,2,43,2,4,16830.27,success,320,7,5,0
TXN-60399F747BD0,USR0072,8879.686082872771,2024-06-08 21:41:54.648605,33,20,12,115,0,3,102849.0,success,190,21,5,0
TXN-EEE88C06F033,USR0017,3.65,2024-06-29 00:00:00.000000,12,40,12,15,0,0,17447.18,success,462,0,5,0
TXN-97E5F1CA8412,USR0011,5999.610598893851,2024-03-30 16:14:37.000000,7,5,4,56,0,0,35.2,success,1192,16,5,0
TXN-E1BF8C8B63FD,USR0038,5351.5801229152585,2024-04-05 02:55:00.000000,37,23,12,60,1,3,0.0,success,278,2,4,0
TXN-6E78486BB166,USR0028,1427.21,2024-03-13 00:00:39.918263,67,8,7,66,0,3,175148.42,success,1029,0,2,0
TXN-49C888AFCC47,USR0061,1544.26,2024-03-28 13:11:00.000000,27,41,10,153,2,0,132947.1,success,100,13,3,0
TXN-99EDF77328BB,USR0050,5727.83,2024-04-05 17:29:35.000000,57,35,9,165,0,2,30802.77,success,778,17,4,0
TXN-F489596FF18C,USR0066,6487.846869315082,2024-01-13 02:05:25.137684,61,17,6,110,2,0,137120.15,success,640,2,5,0
TXN-CA1A25265737,USR0074,12167.0,2024-05-28 03:57:49.000000,62,21,4,166,2,2,16731.14,success,1100,3,1,0
TXN-4281EFCB9031,USR0027,2337.7486359684194,2024-05-18 10:54:00.000000,4,26,8,191,1,2,10033.83,success,444,10,5,0
TXN-192911CCAE9C,USR0041,310.1366383353477,2024-01-28 03:23:51.000000,11,28,9,65,2,1,132051.09,success,340,3,6,0
TXN-E556C7DA41B1,USR0037,6741.261293642917,2024-02-19 17:34:25.039561,62,20,2,95,0,1,49590.85,success,824,17,0,0
TXN-459C887FC671,USR0029,2659.2465332659135,2024-03-12 15:48:57.998630,1,0,3,133,1,3,26581.74,pending,577,15,1,0
TXN-56377C6572D1,USR0004,7370.093272634386,2024-04-19 04:54:13.000000,41,34,3,132,2,3,0.0,success,1071,4,4,0
TXN-EC8A4DC216B2,USR0071,4508.225413910152,2024-02-19 05:29:29.578172,31,8,12,84,0,3,93896.48,success,593,5,0,0
TXN-A96BCC1BA9B4,USR0019,276.7388909869905,2024-02-15 00:00:00.000000,56,0,7,128,0,1,142966.2,success,536,0,3,0
TXN-D57B67A43A58,USR0003,558.5857266085555,2024-05-07 07:08:00.000000,37,24,9,82,1,1,42133.38,success,183,7,1,0
TXN-DABC2C663D4B,USR0008,219.66,2024-04-07 16:05:46.594584,18,13,2,179,2,2,44664.49,success,675,16,6,0
TXN-A1AF027922AC,USR0007,1129.01,2024-03-26 03:46:47.000000,63,9,3,174,0,2,52063.56,success,952,3,1,0
TXN-70FF8B6F4DF5,USR0045,2492.0,2024-01-17 04:04:20.062487,10,7,1,136,0,2,68661.03,success,631,4,2,0
TXN-3C70795914D8,USR0074,5758.69,2024-02-06 16:15:00.000000,55,33,7,69,0,2,7865.44,success,15,16,1,0
TXN-9F100ABCBE5D,USR0070,4843.15,2024-04-06 07:36:37.000000,67,26,6,61,1,3,144122.58,success,340,7,5,0
TXN-8461FE9B2FBC,USR0052,4310.587,2024-03-10 10:42:47.009047,45,27,6,68,1,0,143443.53,success,392,10,6,0
TXN-A8528C9558B0,USR0015,4983.21,2024-01-17 04:37:48.000000,66,25,10,138,1,3,0.0,success,527,4,2,0
TXN-091FBEB6BBEF,USR0044,3264.147357102442,2024-05-11 14:58:30.000000,33,34,7,223,1,0,141835.73,success,11,14,5,0
TXN-DE76790D98B8,USR0036,12077.6,2024-02-16 07:55:19.146594,13,36,12,223,0,3,104435.89,success,813,7,4,0
TXN-6D6D0F8F019C,USR0035,8737.24,2024-02-19 10:23:00.000000,23,17,2,197,1,0,130038.87,success,830,10,0,0
TXN-A0F4443FDFEA,USR0003,401.1483628996707,2024-05-28 00:00:00.000000,66,41,10,223,2,3,39003.92,success,176,0,1,0
TXN-BE800ED8C151,USR0031,3262.0,2024-03-03 12:51:43.000000,67,4,6,146,2,0,162647.88,success,480,12,6,0
TXN-F2070C6E5990,USR0019,173.331726655361,2024-02-06 11:46:29.000000,56,34,12,34,0,1,144229.23,success,535,11,1,0
TXN-901249147581,USR0077,1159.0292,2024-02-27 00:00:00.000000,41,27,12,162,0,2,80347.14,success,1242,0,1,0
TXN-10C6202BF2E3,USR0071,4967.339784400625,2024-03-07 17:57:41.000000,33,39,8,84,1,0,67211.75,success,602,17,3,0
TXN-3E5D9B4179DC,USR0066,5026.421195352125,2024-01-02 05:22:00.000000,23,17,8,70,0,0,148931.5,success,650,5,1,0
TXN-4488A0E1ED0A,USR0043,450.8095086402701,2024-05-28 19:29:00.000000,17,13,2,88,1,3,123270.59,success,231,19,1,0
TXN-9A69947215F5,USR0061,2568.0,2024-04-09 21:58:27.099423,29,17,3,153,2,0,119905.3,success,103,21,1,0
TXN-4795936BB1DE,USR0054,11341.67,2024-04-24 20:12:14.000000,7,15,3,134,2,4,0.0,success,613,20,2,0
TXN-9C1BB1BA07A0,USR0068,1833.4248700608612,2024-01-24 18:31:20.320098,63,40,12,144,2,2,0.0,success,36,18,2,0
TXN-72C32C1149C2,USR0071,2873.97,2024-03-04 05:07:59.039503,62,39,3,84,1,3,72975.45,success,1290,5,0,0
TXN-2EC28F444EEF,USR0062,7464.172331896911,2024-03-11 09:25:58.963384,69,31,7,90,0,1,46232.71,success,1130,9,0,0
TXN-741CBDA1F824,USR0078,7241.415748364908,2024-01-22 17:12:54.000000,67,42,12,180,1,3,31853.8,success,495,17,0,0
TXN-A844858E7577,USR0074,3671.3,2024-02-10 13:18:27.000000,12,22,2,69,0,2,38494.96,success,1101,13,5,0
TXN-AEED50035D10,USR0069,1958.09,2024-02-24 21:14:46.000000,66,23,3,148,1,4,99284.0,success,905,21,5,0
TXN-E2B0630F224D,USR0005,8905.285849133244,2024-02-26 12:23:19.000000,27,17,8,130,1,3,48182.62,success,1211,12,0,0
TXN-F9C1EDBCC993,USR0009,2143.8611329545374,2024-02-13 05:55:00.000000,14,9,9,156,2,0,110463.29,success,1290,5,1,0
TXN-3AB1E413591C,USR0029,1061.9640166282873,2024-03-11 12:19:44.215112,1,34,2,97,1,0,26581.74,failed,575,12,0,1
TXN-3AE3A9E91444,USR0040,8908.44,2024-04-05 18:05:34.000000,66,23,5,44,0,0,0.0,success,1290,18,4,0
TXN-9D467A8288E3,USR0038,180.8246594271077,2024-03-26 13:54:25.000000,39,24,8,60,1,2,0.0,success,1290,13,1,0
TXN-4A309108AE2B,USR0046,7322.368697561138,2024-03-01 04:37:10.000000,13,36,10,212,1,1,0.0,success,1271,4,4,0
TXN-3BACF60D67C0,USR0038,3187.054677900785,2024-04-02 22:10:00.000000,39,23,3,175,2,2,0.0,success,289,22,1,0
TXN-123043BA2BFC,USR0013,7094.777904753586,2024-05-30 09:44:38.000000,39,24,7,64,2,0,46293.94,failed,735,9,3,1
TXN-CB1D70434605,USR0048,4761.96,2024-01-30 13:36:41.265372,16,27,9,183,0,2,48367.87,success,69,13,1,0
TXN-DF2384C86171,USR0016,537.8679315329672,2024-03-11 08:16:05.076952,47,31,10,188,0,1,28245.21,success,1290,8,0,0
TXN-EBD8313B8B8A,USR0060,4637.7584683975065,2024-02-20 13:48:43.000000,54,32,5,184,2,1,0.0,pending,751,13,1,0
TXN-7B07B1A7473D,USR0066,7823.0,2024-01-21 03:33:18.000000,23,19,8,113,0,0,118025.61,failed,637,3,6,1
TXN-8FD4C4AE5718,USR0057,6693.079366648665,2024-01-31 02:12:01.000000,27,38,12,43,2,0,22178.85,success,322,2,2,0
TXN-4229D39100D6,USR0068,1930.13,2024-01-06 20:52:18.296538,29,17,1,144,2,2,8262.18,success,43,20,5,0
TXN-CC7BE0C751B0,USR0057,5962.524533067235,2024-02-04 00:08:14.000000,29,18,9,43,1,0,10867.75,success,1289,0,6,0
TXN-457480C4490F,USR0035,7968.340326115891,2024-02-15 10:33:17.361709,23,12,4,197,1,2,159176.15,success,835,10,3,0
TXN-A3D5E7F918E3,USR0037,6342.349470233124,2024-02-15 21:36:23.000000,31,21,4,95,0,0,56332.11,success,825,21,3,0
TXN-04B89C1C9F90,USR0050,6863.280971913346,2024-06-11 23:06:17.959053,62,39,10,165,0,2,105998.99,success,775,23,1,0
TXN-D4C603CC23D4,USR0038,4318.696414921255,2024-04-05 23:14:27.720072,66,23,12,175,1,2,0.0,success,279,23,4,0
TXN-124C946385F8,USR0007,569.0316276265401,2024-03-29 16:22:59.450177,34,22,5,158,0,0,52743.47,success,957,16,4,0
TXN-66DA9D729D83,USR0051,491.92,2024-05-15 00:00:00.000000,68,43,12,152,2,0,76188.33,pending,888,0,2,0
TXN-55A6122460E2,USR0080,4941.842110659487,2024-03-06 17:13:27.000000,43,43,6,58,2,0,101169.16,success,782,17,2,0
TXN-D62E9AAECDE6,USR0072,7813.025548903472,2024-06-18 22:31:04.340122,62,31,2,75,0,3,72534.09,success,191,22,1,0
TXN-3D536DE11ECC,USR0016,1678.6352292202796,2024-03-11 05:26:00.000000,17,15,1,172,0,3,28783.08,success,372,5,0,0
TXN-8BDD7997F492,USR0008,696.9365405599552,2024-03-27 00:00:00.000000,20,13,9,179,1,3,46667.87,success,680,0,2,0
TXN-77950BE20FFF,USR0021,814.0,2024-02-14 07:46:04.759114,7,5,2,77,0,2,152185.52,success,340,7,2,0
TXN-E3A4BC9E6804,USR0060,6985.705700309862,2024-02-04 00:00:00.000000,54,32,12,99,2,2,34215.81,success,756,0,6,0
TXN-AA8E6670382F,USR0072,6736.770290989881,2024-06-17 16:39:52.000000,31,21,1,75,0,3,89445.15,success,201,16,0,0
TXN-FF0B7BE49343,USR0058,5074.1718,2024-06-10 05:02:59.327899,62,20,2,135,1,2,130820.17,success,711,5,0,0
TXN-D172275857FE,USR0065,2258.528549347195,2024-04-02 12:14:21.086156,11,43,2,157,2,1,9146.15,success,156,12,1,0
TXN-8957269695F3,USR0071,1678106.56,2024-05-08 18:57:55.000000,50,32,3,84,1,3,32652.14,success,1290,18,2,0
TXN-A91F67FFF28F,USR0028,2547.91,2024-03-21 11:05:55.280714,4,43,5,66,1,2,167250.26,success,1031,11,3,0
TXN-79699770CBFB,USR0013,7725.068822337138,2024-06-21 06:34:49.000000,37,23,4,64,0,3,0.0,success,733,6,4,0
TXN-6BF849DC889C,USR0043,534.7872230049284,2024-05-25 17:01:11.000000,18,15,6,105,1,1,124783.13,success,234,17,5,0
TXN-8FC7AD48634E,USR0052,1.0,2024-02-20 18:21:58.000000,59,12,1,68,1,1,176936.56,success,397,18,1,0
TXN-FA35351B2CB3,USR0068,1587.8958795521314,2024-02-02 06:44:14.267666,1,1,7,144,2,2,0.0,success,42,6,4,0
TXN-D7884CC9F67B,USR0068,1464.432583649821,2024-01-05 21:34:24.278440,61,19,3,193,2,1,11135.8,success,41,21,4,0
